STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_IN_UNIFORM_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,WEAPON_FOUND_FLAG
2019-09-19,22:13:00,2019,September,Thursday,Based on Radio Run,O,P,2,CPW,2,Y,CALM,16,MALE,BLACK,5.5,125,THN,GRY,BLK,28,PBMN,MANHATTAN,N
2019-09-28,20:38:00,2019,September,Saturday,Based on Radio Run,O,none,1,CPW,2,Y,UPSET,30,FEMALE,BLACK,5.3,170,HEA,BRO,BLK,28,PBMN,MANHATTAN,N
2019-10-08,21:22:00,2019,October,Tuesday,Based on Radio Run,O,P,1,CPW,6,N,IRRATE/ CONFUSED,35,MALE,BLACK,5.7,225,HEA,BRO,BLD,28,PBMN,MANHATTAN,N
2019-10-24,13:36:00,2019,October,Thursday,Based on Radio Run,O,P,10,CPW,1,Y,CALM,30,MALE,BLACK,6,185,MED,BLK,BLK,28,PBMN,MANHATTAN,N
2019-10-24,13:35:00,2019,October,Thursday,Based on Radio Run,O,P,1,CPW,1,Y,CALM,30,MALE,BLACK,6,190,MED,BLK,BLK,28,PBMN,MANHATTAN,N
2019-11-13,09:33:00,2019,November,Wednesday,Based on C/W on Scene,O,P,3,CPW,4,Y,CONFUSED,68,MALE,BLACK,5.8,140,THN,BLK,BLK,28,PBMN,MANHATTAN,N
2019-11-15,19:35:00,2019,November,Friday,Based on Self Initiated,O,P,1,CPW,10,N,none,17,MALE,BLACK,5.9,145,MED,BRO,BLK,28,PBMN,MANHATTAN,N
2019-11-15,19:35:00,2019,November,Friday,Based on Self Initiated,O,P,1,CPW,10,N,none,18,MALE,BLACK,6.1,145,THN,BRO,BLK,28,PBMN,MANHATTAN,N
2019-12-05,15:45:00,2019,December,Thursday,Based on Radio Run,I,H,1,CPW,5,Y,CALM,27,MALE,BLACK_HISPANIC,5.5,200,MED,BRO,BLK,28,PBMN,MANHATTAN,N
2019-01-09,15:30:00,2019,January,Wednesday,Based on Radio Run,none,none,0,CPW,1,Y,none,30,MALE,BLACK,5.1,250,HEA,BLK,BLK,30,PBMN,MANHATTAN,N
2019-03-03,22:35:00,2019,March,Sunday,Based on Radio Run,none,none,1,CPW,3,Y,INDIVIDUAL WAS BEING STOPPED EXTREMLY IRRATE.,25,MALE,BLACK_HISPANIC,6.3,280,HEA,BLK,XXX,30,PBMN,MANHATTAN,N
2019-03-11,00:15:00,2019,March,Monday,Based on Radio Run,O,P,1,CPW,10,Y,COMBATIVE ANNOYED,26,MALE,BLACK_HISPANIC,6.3,300,HEA,BRO,BLK,30,PBMN,MANHATTAN,N
2019-03-22,03:12:00,2019,March,Friday,Based on Radio Run,I,P,1,CPW,5,Y,NORMAL / MOVING AROUND,35,MALE,BLACK,5.6,160,THN,BRO,BLK,30,PBMN,MANHATTAN,N
2019-04-24,08:16:00,2019,April,Wednesday,Based on Radio Run,I,none,0,CPW,4,Y,EXCITED,17,MALE,WHITE_HISPANIC,5.3,130,MED,BRO,BLK,30,PBMN,MANHATTAN,Y
2019-03-04,22:04:00,2019,March,Monday,Based on Radio Run,none,none,1,CPW,2,Y,CALM,28,MALE,BLACK,6,170,THN,BRO,BLK,30,PBMN,MANHATTAN,N
2019-05-31,19:45:00,2019,May,Friday,Based on Radio Run,O,none,2,CPW,5,Y,CALM AND COOPERATIVE,28,MALE,WHITE_HISPANIC,6,180,THN,BRO,BLK,30,PBMN,MANHATTAN,N
2019-05-31,19:45:00,2019,May,Friday,Based on Radio Run,O,none,1,CPW,5,N,NORMAL,28,MALE,BLACK_HISPANIC,5.8,170,THN,BLK,BLK,30,PBMN,MANHATTAN,N
2019-06-01,17:34:00,2019,June,Saturday,Based on Radio Run,none,none,1,CPW,1,Y,NERVOUS,-1,MALE,WHITE_HISPANIC,5.7,190,U,BRO,BLK,30,PBMN,MANHATTAN,N
2019-03-01,18:50:00,2019,March,Friday,Based on Radio Run,O,P,0,CPW,1,N,AGITATED AND OUT OF BREATH DUE TO RUNNING,20,MALE,BLACK,5.8,160,MED,BRO,BLK,30,PBMN,MANHATTAN,N
2019-06-10,03:30:00,2019,June,Monday,Based on Radio Run,O,P,1,CPW,15,Y,AGGRESSIVE,28,MALE,WHITE_HISPANIC,5.4,150,MED,BRO,BLK,30,PBMN,MANHATTAN,N
2019-06-13,19:53:00,2019,June,Thursday,Based on Radio Run,I,none,1,CPW,8,N,ANGRY,17,MALE,WHITE_HISPANIC,5.6,145,THN,BRO,BLK,30,PBMN,MANHATTAN,N
2019-06-13,19:53:00,2019,June,Thursday,Based on Radio Run,I,none,1,CPW,14,N,ANGRY,16,MALE,WHITE_HISPANIC,5.5,150,THN,BRO,BLK,30,PBMN,MANHATTAN,N
2019-06-13,19:53:00,2019,June,Thursday,Based on Radio Run,I,P,1,CPW,14,N,DISRESPECTFUL,16,MALE,WHITE_HISPANIC,5.7,140,THN,BRO,BLK,30,PBMN,MANHATTAN,N
2019-06-20,13:04:00,2019,June,Thursday,Based on Radio Run,O,P,1,CPW,5,Y,CALM/COOPERATIVE,17,MALE,BLACK,6,140,THN,BLK,XXX,30,PBMN,MANHATTAN,N
2019-07-03,02:00:00,2019,July,Wednesday,Based on Radio Run,O,P,1,CPW,15,Y,AGITATED/EXCITED/IRATE,30,MALE,WHITE_HISPANIC,5.1,210,MED,BRO,BLK,30,PBMN,MANHATTAN,N
2019-07-10,02:15:00,2019,July,Wednesday,Based on Radio Run,O,none,1,CPW,10,Y,COOPERATIVE,43,MALE,BLACK,6,185,THN,BRO,BLK,30,PBMN,MANHATTAN,N
2019-07-24,22:18:00,2019,July,Wednesday,Based on C/W on Scene,S,P,1,CPW,3,Y,?NCOOPERATIVE,-1,FEMALE,BLACK,5.1,110,THN,BRO,BLK,30,PBMN,MANHATTAN,N
2019-08-03,12:33:00,2019,August,Saturday,Based on Radio Run,O,none,1,CPW,3,Y,CALM,31,MALE,BLACK,5.11,180,THN,BRO,BLK,30,PBMN,MANHATTAN,N
2019-09-07,14:15:00,2019,September,Saturday,Based on C/W on Scene,O,none,0,CPW,3,Y,ANGRY,40,MALE,BLACK,5.1,150,THN,BRO,BLD,30,PBMN,MANHATTAN,N
2019-11-04,22:50:00,2019,November,Monday,Based on Radio Run,I,P,1,CPW,10,Y,UPSET,30,MALE,BLACK,6.1,150,MED,BRO,BLK,30,PBMN,MANHATTAN,N
2019-11-04,22:50:00,2019,November,Monday,Based on Radio Run,I,P,1,CPW,10,Y,ANNOYED,33,FEMALE,BLACK,5.3,180,HEA,BRO,BLK,30,PBMN,MANHATTAN,N
2019-11-04,22:50:00,2019,November,Monday,Based on Radio Run,none,P,1,CPW,10,Y,ANNOYED,29,FEMALE,BLACK,5.6,150,MED,BRO,BLK,30,PBMN,MANHATTAN,N
2019-11-04,22:50:00,2019,November,Monday,Based on Radio Run,I,P,1,CPW,10,Y,ANNOYED,26,FEMALE,none,5.6,150,MED,BRO,BLK,30,PBMN,MANHATTAN,N
2019-11-07,10:05:00,2019,November,Thursday,Based on Radio Run,I,P,3,CPW,3,Y,IRATE,59,MALE,BLACK,5.7,130,THN,BRO,BLK,30,PBMN,MANHATTAN,Y
2019-11-23,21:32:00,2019,November,Saturday,Based on Radio Run,none,none,1,CPW,4,Y,COOPERATIVE,16,MALE,BLACK_HISPANIC,5.1,120,none,none,none,30,PBMN,MANHATTAN,N
2019-11-23,21:32:00,2019,November,Saturday,Based on Radio Run,none,none,1,CPW,4,Y,COOPERATIVE,13,MALE,BLACK_HISPANIC,5.1,120,none,none,none,30,PBMN,MANHATTAN,N
2019-11-23,21:32:00,2019,November,Saturday,Based on Radio Run,none,none,1,CPW,4,Y,COOPERATIVE,17,MALE,BLACK_HISPANIC,5.1,120,none,none,none,30,PBMN,MANHATTAN,N
2019-01-01,14:51:00,2019,January,Tuesday,Based on Radio Run,O,P,1,CPW,3,Y,CALM,45,MALE,BLACK,5.1,200,HEA,BRO,BLK,32,PBMN,MANHATTAN,N
2019-01-01,02:50:00,2019,January,Tuesday,Based on Radio Run,O,P,0,CPW,3,Y,NON COMBATIVE; UNDERSTANDING,24,MALE,BLACK,5.8,180,THN,BRO,BLK,32,PBMN,MANHATTAN,N
2019-01-03,21:15:00,2019,January,Thursday,Based on Radio Run,O,T,1,CPW,0,Y,UPSET,20,MALE,BLACK,5.4,170,MED,BRO,BLK,32,PBMN,MANHATTAN,N
2019-01-06,17:49:00,2019,January,Sunday,Based on C/W on Scene,O,none,1,CPW,3,Y,CALM,17,MALE,BLACK,5.1,190,HEA,BRO,BLK,32,PBMN,MANHATTAN,N
2019-01-09,08:42:00,2019,January,Wednesday,Based on Radio Run,O,P,2,CPW,9,Y,CALM,18,MALE,BLACK,6.1,170,THN,BRO,BLK,32,PBMN,MANHATTAN,N
2019-01-09,08:42:00,2019,January,Wednesday,Based on Radio Run,O,P,2,CPW,9,Y,CALM,23,MALE,BLACK,5.7,160,MED,BRO,BLK,32,PBMN,MANHATTAN,N
2019-01-17,21:30:00,2019,January,Thursday,Based on Radio Run,none,P,1,CPW,8,Y,SURPRISED,47,MALE,WHITE_HISPANIC,5.7,180,MED,BRO,BLD,32,PBMN,MANHATTAN,N
2019-01-20,18:35:00,2019,January,Sunday,Based on Radio Run,I,none,2,CPW,5,Y,CALM,15,MALE,BLACK,5.8,150,THN,BRO,BLK,32,PBMN,MANHATTAN,N
2019-01-20,18:35:00,2019,January,Sunday,Based on Radio Run,I,P,2,CPW,5,Y,CALM,15,MALE,BLACK,5.8,150,THN,BRO,BLK,32,PBMN,MANHATTAN,N
2019-01-28,14:46:00,2019,January,Monday,Based on Radio Run,O,P,5,CPW,15,Y,CALM,30,MALE,BLACK,6,200,MED,BRO,BLD,32,PBMN,MANHATTAN,N
2019-01-06,17:49:00,2019,January,Sunday,Based on C/W on Scene,O,none,1,CPW,3,Y,CALM,19,MALE,BLACK,5.1,155,THN,BRO,BLK,32,PBMN,MANHATTAN,N
2019-02-08,02:20:00,2019,February,Friday,Based on Radio Run,I,H,1,CPW,5,N,NERVOUS,15,MALE,BLACK,5.1,130,THN,BLK,BLK,32,PBMN,MANHATTAN,N
2019-02-08,20:20:00,2019,February,Friday,Based on Radio Run,I,H,1,CPW,5,N,NERVOUS,13,MALE,BLACK,5.3,120,THN,BLK,BLK,32,PBMN,MANHATTAN,N
2019-02-08,21:20:00,2019,February,Friday,Based on Radio Run,I,H,1,CPW,5,N,NERVOUS,13,MALE,BLACK,5.9,160,THN,BLK,BLK,32,PBMN,MANHATTAN,N
2019-02-13,23:24:00,2019,February,Wednesday,Based on Radio Run,O,H,1,CPW,1,N,CALM,30,MALE,BLACK,5.11,248,MED,BLK,BLD,32,PBMN,MANHATTAN,N
2019-02-15,12:05:00,2019,February,Friday,Based on Radio Run,none,none,0,CPW,2,Y,CALM,61,MALE,BLACK,6.1,215,MED,BRO,BLK,32,PBMN,MANHATTAN,N
2019-02-16,00:46:00,2019,February,Saturday,Based on Radio Run,none,P,1,CPW,5,Y,CALM,31,MALE,BLACK,-1,-1,THN,BRO,BLK,32,PBMN,MANHATTAN,N
2019-02-15,18:40:00,2019,February,Friday,Based on Radio Run,O,H,2,CPW,2,Y,UNKNOWN,37,MALE,BLACK,6.2,250,HEA,ZZZ,XXX,32,PBMN,MANHATTAN,N
2019-03-04,21:29:00,2019,March,Monday,Based on Radio Run,S,T,5,CPW,65,Y,INTOXICATED,30,FEMALE,BLACK,5.4,130,THN,BRO,BRO,32,PBMN,MANHATTAN,N
2019-03-15,15:13:00,2019,March,Friday,Based on Radio Run,O,P,1,CPW,9,Y,IRATE; AGGRESIVE,21,MALE,BLACK_HISPANIC,5.8,160,THN,BRO,BRO,32,PBMN,MANHATTAN,N
2019-03-16,01:40:00,2019,March,Saturday,Based on Radio Run,O,H,1,CPW,2,Y,ANNOYED,37,MALE,WHITE_HISPANIC,6,170,MED,ZZZ,XXX,32,PBMN,MANHATTAN,N
2019-03-20,19:04:00,2019,March,Wednesday,Based on Radio Run,none,H,1,CPW,2,N,CALM,27,MALE,BLACK,6.5,200,THN,BLK,BLK,32,PBMN,MANHATTAN,N
2019-04-03,22:22:00,2019,April,Wednesday,Based on Radio Run,I,H,1,CPW,3,N,UPSET,30,MALE,BLACK,5.11,160,MED,BRO,BRO,32,PBMN,MANHATTAN,N
2019-04-13,01:05:00,2019,April,Saturday,Based on Radio Run,O,P,2,CPW,11,N,PLEASANT; APPRECIATIVE; UNDERSTANDING,28,MALE,BLACK,6.9,200,THN,BRO,BLK,32,PBMN,MANHATTAN,N
2019-04-13,02:00:00,2019,April,Saturday,Based on Self Initiated,I,none,1,CPW,5,N,ANGRY,41,MALE,BLACK,6.2,210,MED,BRO,GRY,32,PBMN,MANHATTAN,N
2019-04-13,00:53:00,2019,April,Saturday,Based on Radio Run,none,none,3,CPW,6,N,none,26,MALE,BLACK,6.1,190,THN,BLK,BLK,32,PBMN,MANHATTAN,N
2019-04-13,23:40:00,2019,April,Saturday,Based on Radio Run,none,P,1,CPW,3,N,CALM,28,MALE,BLACK,6.2,180,MED,BRO,BLK,32,PBMN,MANHATTAN,N
2019-04-14,02:25:00,2019,April,Sunday,Based on Radio Run,O,P,2,CPW,3,Y,CALM,29,MALE,BLACK,6.2,-1,MED,BRO,BLK,32,PBMN,MANHATTAN,N
2019-04-13,23:22:00,2019,April,Saturday,Based on Radio Run,none,H,2,CPW,5,N,UNDERSTANDING,19,FEMALE,BLACK,5.4,125,MED,BRO,BLK,32,PBMN,MANHATTAN,N
2019-04-13,23:22:00,2019,April,Saturday,Based on Radio Run,none,H,2,CPW,5,N,UNDERSTANDING,21,FEMALE,BLACK,5.5,165,MED,BRO,BLK,32,PBMN,MANHATTAN,N
2019-04-19,00:40:00,2019,April,Friday,Based on Radio Run,I,P,1,CPW,2,Y,SURPRISED,32,MALE,BLACK,5.6,150,MED,BRO,BLK,32,PBMN,MANHATTAN,N
2019-04-19,00:34:00,2019,April,Friday,Based on Radio Run,I,P,0,CPW,1,Y,SURPRISED,39,MALE,BLACK,5.8,230,HEA,BRO,BLK,32,PBMN,MANHATTAN,N
2019-04-18,00:40:00,2019,April,Thursday,Based on C/W on Scene,none,none,1,CPW,2,Y,UNDERSTANDING AND COOPERATIVE,41,MALE,BLACK,6.2,185,THN,BRO,BLK,32,PBMN,MANHATTAN,N
2019-04-27,07:11:00,2019,April,Saturday,Based on Radio Run,O,P,1,CPW,2,Y,COMPLIANT,26,MALE,BLACK,5.9,-1,THN,BRO,BLK,32,PBMN,MANHATTAN,N
2019-05-08,18:21:00,2019,May,Wednesday,Based on Radio Run,O,none,0,CPW,10,N,UNDERSTANDING,33,MALE,BLACK,5.9,235,MED,BRO,BLK,32,PBMN,MANHATTAN,N
2019-05-15,19:25:00,2019,May,Wednesday,Based on Self Initiated,I,H,1,CPW,1,N,NERVOUS,17,MALE,BLACK,5.9,180,MED,BLK,BLK,32,PBMN,MANHATTAN,N
2019-05-19,02:34:00,2019,May,Sunday,Based on Radio Run,O,none,1,CPW,5,Y,CALM,38,MALE,BLACK,5.1,240,HEA,BRO,BRO,32,PBMN,MANHATTAN,N
2019-05-22,16:56:00,2019,May,Wednesday,Based on C/W on Scene,O,P,1,CPW,5,Y,COOPERATIVE AND CALM,28,MALE,BLACK,5.9,160,THN,BRO,BLK,32,PBMN,MANHATTAN,N
2019-05-22,16:56:00,2019,May,Wednesday,Based on Radio Run,O,P,1,CPW,5,Y,INTOX BUT COOPERATIVE,-1,MALE,BLACK,5.8,160,MED,BRO,BLK,32,PBMN,MANHATTAN,N
2019-06-01,01:50:00,2019,June,Saturday,Based on Self Initiated,none,none,1,CPW,15,Y,CALM,31,MALE,BLACK,5.8,165,THN,BRO,BLK,32,PBMN,MANHATTAN,Y
2019-06-01,01:50:00,2019,June,Saturday,Based on Self Initiated,none,none,1,CPW,15,Y,CALM,-1,MALE,BLACK,-1,-1,THN,BRO,BLK,32,PBMN,MANHATTAN,N
2019-06-01,01:50:00,2019,June,Saturday,Based on Self Initiated,none,none,1,CPW,15,Y,CALM,-1,MALE,BLACK_HISPANIC,-1,-1,HEA,BRO,BLK,32,PBMN,MANHATTAN,Y
2019-06-01,01:50:00,2019,June,Saturday,Based on Self Initiated,none,none,1,CPW,15,Y,ANGRY,-1,MALE,BLACK_HISPANIC,-1,-1,U,BRO,BLN,32,PBMN,MANHATTAN,N
2019-06-11,21:15:00,2019,June,Tuesday,Based on Radio Run,O,H,0,CPW,1,N,CALM,-1,FEMALE,BLACK,5.6,210,HEA,BLK,RED,32,PBMN,MANHATTAN,N
2019-06-24,15:15:00,2019,June,Monday,Based on Self Initiated,none,P,1,CPW,1,Y,CALM,37,MALE,BLACK,6.2,265,HEA,BRO,BLK,32,PBMN,MANHATTAN,N
2019-06-25,18:29:00,2019,June,Tuesday,Based on Radio Run,O,none,1,CPW,5,Y,AGITATED,26,MALE,BLACK,5.4,125,THN,BLK,BLK,32,PBMN,MANHATTAN,N
2019-07-06,23:48:00,2019,July,Saturday,Based on Radio Run,O,none,1,CPW,25,Y,UNDERSTANDING,32,MALE,BLACK,6,240,MED,BRO,BLK,32,PBMN,MANHATTAN,N
2019-07-06,23:48:00,2019,July,Saturday,Based on Radio Run,O,none,1,CPW,25,Y,UNDERSTANDING,37,MALE,BLACK,6.3,240,MED,BRO,BLD,32,PBMN,MANHATTAN,N
2019-07-09,19:48:00,2019,July,Tuesday,Based on Self Initiated,I,H,0,CPW,2,N,CALM,32,MALE,WHITE_HISPANIC,5.1,170,THN,BRO,BLK,32,PBMN,MANHATTAN,Y
2019-07-14,11:10:00,2019,July,Sunday,Based on Radio Run,none,P,2,CPW,12,Y,AGITATED,33,FEMALE,BLACK,5.6,110,THN,BRO,XXX,32,PBMN,MANHATTAN,N
2019-07-19,00:15:00,2019,July,Friday,Based on Radio Run,O,H,1,CPW,1,N,NERVOUS,-1,FEMALE,BLACK,6.3,200,THN,BLK,BLN,32,PBMN,MANHATTAN,N
2019-07-25,18:14:00,2019,July,Thursday,Based on Radio Run,O,H,1,CPW,5,N,UNDERSTANDING/CALM; HE KNEW HE HAD DISPUTE WITH STORE EMPLOYEE,30,MALE,BLACK,6,200,U,BRO,BLK,32,PBMN,MANHATTAN,N
2019-07-28,17:25:00,2019,July,Sunday,Based on Self Initiated,none,none,2,CPW,5,Y,AGITATED/,27,MALE,BLACK,5.7,160,MED,BRO,BLK,32,PBMN,MANHATTAN,Y
2019-08-04,17:57:00,2019,August,Sunday,Based on Radio Run,O,none,2,CPW,5,Y,CALM,22,MALE,BLACK,6.1,210,MED,BRO,BLK,32,PBMN,MANHATTAN,N
2019-08-16,22:16:00,2019,August,Friday,Based on Radio Run,O,none,3,CPW,10,Y,CALM,19,MALE,BLACK,5.11,180,THN,BRO,XXX,32,PBMN,MANHATTAN,N
2019-08-22,03:14:00,2019,August,Thursday,Based on Radio Run,O,P,0,CPW,5,Y,APOLOGETIC,20,FEMALE,BLACK,5.7,165,MED,BRO,BLK,32,PBMN,MANHATTAN,N
2019-08-28,18:15:00,2019,August,Wednesday,Based on Radio Run,none,P,1,CPW,20,Y,CALM,-1,MALE,BLACK,5.11,302,HEA,BRO,BLK,32,PBMN,MANHATTAN,N
2019-09-26,20:10:00,2019,September,Thursday,Based on Radio Run,O,none,1,CPW,8,Y,NERVOUS,44,MALE,BLACK,6.1,175,MED,BRO,BLD,32,PBMN,MANHATTAN,N
2019-09-26,23:56:00,2019,September,Thursday,Based on Radio Run,S,none,6,CPW,14,N,UPSET,23,MALE,BLACK,5.9,160,MED,BRO,BLK,32,PBMN,MANHATTAN,Y
2019-09-26,23:56:00,2019,September,Thursday,Based on Radio Run,none,P,2350,CPW,14,Y,UPSET,25,MALE,BLACK,5.8,190,U,BRO,BLK,32,PBMN,MANHATTAN,Y
2019-10-07,18:10:00,2019,October,Monday,Based on C/W on Scene,O,none,1,CPW,10,Y,UPSET,-1,MALE,BLACK,5.9,250,HEA,BRO,BLK,32,PBMN,MANHATTAN,N
2019-10-11,20:30:00,2019,October,Friday,Based on Self Initiated,O,H,2,CPW,10,Y,ANGRY,-1,MALE,WHITE_HISPANIC,5.4,160,MED,BRO,BRO,32,PBMN,MANHATTAN,N
2019-10-15,09:03:00,2019,October,Tuesday,Based on Radio Run,S,T,1,CPW,10,Y,UPSET,17,FEMALE,BLACK,5.7,220,HEA,BRO,BLN,32,PBMN,MANHATTAN,N
2019-10-15,09:03:00,2019,October,Tuesday,Based on Radio Run,S,T,1,CPW,10,Y,UPSET,15,MALE,BLACK,6.3,180,THN,BRO,BLK,32,PBMN,MANHATTAN,N
2019-10-31,13:21:00,2019,October,Thursday,Based on Radio Run,O,none,1,CPW,2,N,UNDERSTANDING,-1,MALE,BLACK,-1,-1,none,none,none,32,PBMN,MANHATTAN,N
2019-11-23,00:40:00,2019,November,Saturday,Based on Radio Run,O,P,1,CPW,11,N,CALM,24,MALE,BLACK,5.3,150,MED,BRO,BLK,32,PBMN,MANHATTAN,Y
2019-12-10,20:46:00,2019,December,Tuesday,Based on Radio Run,O,none,5,CPW,5,N,CALM,31,MALE,WHITE,6.1,190,MED,BLU,BLN,32,PBMN,MANHATTAN,N
2019-12-12,02:30:00,2019,December,Thursday,Based on Radio Run,O,none,1,CPW,1,Y,TALKATIVE,38,MALE,BLACK,5.6,170,THN,BRO,XXX,32,PBMN,MANHATTAN,N
2019-01-12,00:05:00,2019,January,Saturday,Based on Radio Run,O,none,1,CPW,15,N,AGITATED,22,MALE,BLACK_HISPANIC,5.11,170,THN,BRO,BLK,33,PBMN,MANHATTAN,Y
2019-01-17,19:45:00,2019,January,Thursday,Based on Radio Run,O,P,2,CPW,2,N,CALM,23,MALE,BLACK,6.5,320,HEA,BRO,BLK,33,PBMN,MANHATTAN,N
2019-01-17,19:45:00,2019,January,Thursday,Based on Radio Run,O,P,2,CPW,2,N,CALM,22,MALE,BLACK,5.6,150,THN,BRO,BLK,33,PBMN,MANHATTAN,N
2019-01-18,04:40:00,2019,January,Friday,Based on Radio Run,I,P,1,CPW,4,N,COMPLIANT,28,MALE,BLACK_HISPANIC,5.8,165,MED,BRO,BLK,33,PBMN,MANHATTAN,N
2019-01-21,09:19:00,2019,January,Monday,Based on Self Initiated,O,none,8,CPW,10,Y,AGITATED,-1,MALE,WHITE_HISPANIC,5.6,160,MED,BRO,BLK,33,PBMN,MANHATTAN,N
2019-01-21,09:19:00,2019,January,Monday,Based on Self Initiated,O,none,8,CPW,10,Y,AGITATED,-1,MALE,WHITE_HISPANIC,5.8,200,HEA,BRO,BLK,33,PBMN,MANHATTAN,N
2019-01-23,22:25:00,2019,January,Wednesday,Based on Radio Run,O,P,5,CPW,5,Y,CALM,-1,MALE,WHITE_HISPANIC,5.8,180,MED,BLK,BLK,33,PBMN,MANHATTAN,N
2019-01-26,23:57:00,2019,January,Saturday,Based on C/W on Scene,none,P,1,CPW,5,Y,INTOXICATED,32,MALE,WHITE_HISPANIC,5.6,140,MED,BRO,BRO,33,PBMN,MANHATTAN,N
2019-02-03,15:08:00,2019,February,Sunday,Based on C/W on Scene,O,P,1,CPW,2,Y,CALM,31,MALE,BLACK,5.1,160,THN,BRO,BLK,33,PBMN,MANHATTAN,N
2019-02-03,15:04:00,2019,February,Sunday,Based on C/W on Scene,O,none,2,CPW,1,Y,UPSET,-1,MALE,BLACK,5.9,160,THN,BRO,XXX,33,PBMN,MANHATTAN,N
2019-02-04,15:24:00,2019,February,Monday,Based on Radio Run,O,P,1,CPW,6,Y,COOPERATIVE AND NERVOUS,33,FEMALE,BLACK,5.5,130,THN,BRO,BLK,33,PBMN,MANHATTAN,N
2019-03-15,12:48:00,2019,March,Friday,Based on Radio Run,O,none,5,CPW,10,Y,CALM,27,MALE,WHITE_HISPANIC,5.9,160,THN,BRO,BLK,33,PBMN,MANHATTAN,N
2019-03-15,12:48:00,2019,March,Friday,Based on Radio Run,O,none,5,CPW,10,Y,CALM,-1,MALE,WHITE_HISPANIC,5.9,300,HEA,BRO,BLK,33,PBMN,MANHATTAN,N
2019-03-20,10:35:00,2019,March,Wednesday,Based on Radio Run,O,P,1,CPW,1,Y,CALM,46,MALE,WHITE_HISPANIC,6.5,280,HEA,BLK,BLD,33,PBMN,MANHATTAN,N
2019-03-21,00:08:00,2019,March,Thursday,Based on Radio Run,I,P,1,CPW,3,Y,NERVOUS,19,MALE,WHITE_HISPANIC,5.9,150,THN,BRO,BLK,33,PBMN,MANHATTAN,N
2019-03-26,12:20:00,2019,March,Tuesday,Based on Radio Run,O,P,2,CPW,1,Y,RESPECTFUL,20,MALE,WHITE_HISPANIC,5.6,150,MED,BLK,BLK,33,PBMN,MANHATTAN,N
2019-03-31,00:00:00,2019,March,Sunday,Based on Radio Run,none,none,0,CPW,11,Y,COOPERATIVE; CALM,37,MALE,WHITE,6,175,THN,BRO,XXX,33,PBMN,MANHATTAN,Y
2019-04-21,03:03:00,2019,April,Sunday,Based on Radio Run,none,P,1,CPW,1,Y,UPSET BUT UNDERSTOOD,-1,FEMALE,BLACK,5.5,110,THN,BRO,BLK,33,PBMN,MANHATTAN,N
2019-05-15,23:30:00,2019,May,Wednesday,Based on Self Initiated,O,P,1,CPW,15,N,REMORSEFUL,26,MALE,BLACK,6,180,THN,BRO,BLK,33,PBMN,MANHATTAN,N
2019-05-18,00:54:00,2019,May,Saturday,Based on Radio Run,O,none,2,CPW,5,Y,COMPLIANT,23,MALE,BLACK_HISPANIC,5.7,140,THN,BRO,BLK,33,PBMN,MANHATTAN,N
2019-05-21,21:56:00,2019,May,Tuesday,Based on Radio Run,I,P,1,CPW,2,Y,IRATE,38,MALE,BLACK_HISPANIC,5.6,160,THN,BRO,BLK,33,PBMN,MANHATTAN,N
2019-06-11,16:10:00,2019,June,Tuesday,Based on Radio Run,none,none,1,CPW,5,N,CALM,-1,MALE,BLACK_HISPANIC,6.3,215,MED,BRO,BLK,33,PBMN,MANHATTAN,N
2019-06-25,06:26:00,2019,June,Tuesday,Based on C/W on Scene,O,P,1,CPW,1,Y,ANGRY,30,MALE,WHITE,5.5,170,HEA,BRO,BRO,33,PBMN,MANHATTAN,Y
2019-07-01,19:58:00,2019,July,Monday,Based on Radio Run,O,P,0,CPW,3,Y,NERVOUS,16,MALE,WHITE_HISPANIC,5.6,135,THN,BLK,BLK,33,PBMN,MANHATTAN,N
2019-07-01,19:58:00,2019,July,Monday,Based on Radio Run,O,P,0,CPW,3,Y,NERVOUS,14,MALE,WHITE_HISPANIC,5.9,210,HEA,none,BLK,33,PBMN,MANHATTAN,N
2019-07-11,01:18:00,2019,July,Thursday,Based on Radio Run,none,P,1,CPW,9,Y,AGGRESSIVE AND CONFRONTATIONAL,31,MALE,BLACK,5.7,180,MED,BLK,BLK,33,PBMN,MANHATTAN,N
2019-07-12,10:35:00,2019,July,Friday,Based on Radio Run,O,P,1,CPW,2,Y,FURTIVE,22,MALE,BLACK,5.8,150,THN,BLK,BLD,33,PBMN,MANHATTAN,N
2019-07-12,10:35:00,2019,July,Friday,Based on Radio Run,O,P,1,CPW,2,Y,FURTIVE,22,MALE,WHITE_HISPANIC,5.7,125,THN,BRO,BLK,33,PBMN,MANHATTAN,N
